id,poller_id,site_id,host_template_id,description,hostname,location,notes,external_id,snmp_community,snmp_version,snmp_username,snmp_password,snmp_auth_protocol,snmp_priv_passphrase,snmp_priv_protocol,snmp_context,snmp_engine_id,snmp_port,snmp_timeout,snmp_sysDescr,snmp_sysObjectID,snmp_sysUpTimeInstance,snmp_sysContact,snmp_sysName,snmp_sysLocation,availability_method,ping_method,ping_port,ping_timeout,ping_retries,max_oids,bulk_walk_size,device_threads,deleted,disabled,monitor,monitor_text,monitor_criticality,monitor_warn,monitor_alert,monitor_icon,thold_send_email,thold_host_email,thold_failure_count,status,status_event_count,status_fail_date,status_rec_date,status_last_error,min_time,max_time,cur_time,avg_time,polling_time,total_polls,failed_polls,availability,last_updated,graphs,data_sources,instate
17,1,8,17,"Mikrotik - Semarang - R205",192.168.205.253,SEMARANG,"  182.253.143.197",,public,2,,,,,,,,161,1000,"RouterOS RB4011iGS+",iso.3.6.1.4.1.14988.1,121265300,"R-205-DEPOT SEMARANG","R.205 SEMARANG",,4,1,23,400,3,10,15,1,,,on,,0,0,0,server,1,0,0,3,0,"2025-11-12 03:33:06","2025-11-12 07:58:02","Device did not respond to SNMP",0.00000,3020.41912,24.91713,18.37695,20.116,388345,743,99.80870,"2026-07-01 07:42:27",20,15,19957499
55,1,1,21,"Mikrotik - Semarang- Switch Core",192.197.53.2,BALIKPAPAN,,,public,0,,,,,,,,161,1000,,,0,,,,3,1,23,400,3,10,25,2,,,on,,0,0,0,server,1,0,0,3,0,"2026-06-30 16:20:04","2026-06-30 16:24:03","ICMP: Ping timed out",0.02694,399.84798,26.08609,18.35660,0.262,382015,10812,97.16970,"2026-07-01 07:42:02",29,29,55138
11,1,1,17,"Mikrotik - Surabaya - Krian - R223",36.66.210.205,SBY-KRIAN,"Mikrotik surabaya krian  private ip: 192.168.223.253  ASTINET: 36.66.210.205",,public,2,,,,,,,,161,1000,"RouterOS RB1100x4",iso.3.6.1.4.1.14988.1,54819700,R-223-KRIAN,ROUTER-223-SBY-KRIAN,KRIAN-SURABAYA,3,1,23,1000,5,10,20,1,,on,on,,0,0,0,server,1,0,0,1,22427,"2026-05-17 12:59:19","2026-05-10 02:25:11","ICMP: Ping timed out",0.00000,4001.69992,14.82582,67.77067,6.048,349243,35845,89.73640,"2026-06-02 02:46:39",11,11,1345620
81,1,1,17,"Mikrotik - Surabaya - Krian - R223 - Linknet",139.255.87.138,SBY-KRIAN,"Linknet Surabaya Krian  192.168.223.253 (R223)  Linknet: 139.255.87.138",,public,1,,,,,,,,161,1000,,,0,,,,3,1,23,400,1,10,10,1,,,on,,0,0,0,server,1,0,0,3,0,"2026-07-01 07:09:03","2026-06-25 08:10:03","ICMP: Ping timed out",0.04697,389.32300,32.62615,18.44214,8.058,148435,6584,95.56440,"2026-07-01 07:42:11",12,19,516778
5,1,1,17,"Mikrotik - Surabaya - Tambaksawah - R242",192.168.242.253,,,,public,2,,,,,,,,161,1000,"RouterOS RB1100x4",iso.3.6.1.4.1.14988.1,214884200,R-242-KAG-TAMBAK-SAWAH,"R-242-SBY-TAMBAK SAWAH","SURABAYA-TAMBAK SAWAH",3,1,23,400,3,10,15,1,,,on,,0,0,0,server,1,0,0,3,0,"2026-07-01 07:36:05","2026-06-30 16:02:03","ICMP: Ping timed out",0.00000,3746.87314,35.29906,52.31811,15.086,388408,15236,96.07730,"2026-07-01 07:42:17",32,25,56458
40,1,1,21,"MIKROTIK PUBLIC IP MAKASSAR",36.95.240.123,MAKASSAR,,,public,2,,,,,,,,161,1000,"RouterOS RB3011UiAS",iso.3.6.1.4.1.14988.1,1131900,R-239,R-239-MAKASSAR,MAKASSAR,3,1,23,400,3,10,10,1,,on,on,,0,0,0,server,1,0,0,0,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",,0.00000,397.03584,0.00000,37.85881,4.533,248770,0,100.00000,"2026-03-25 15:39:25",29,29,14926200
51,1,4,0,MTC-DISTRIBUSI-7_10-BPP,192.192.1.21,BALIKPAPAN,,,public,0,,,,,,,,161,1000,,,0,,,,3,1,23,1000,2,10,0,1,,,on,,0,0,0,server,1,0,0,3,0,"2026-07-01 05:24:13","2026-07-01 03:08:06","ICMP: Ping timed out",0.03195,943.87889,48.74802,58.80181,0.086,383702,14692,96.17100,"2026-07-01 07:42:07",,,16495
56,1,5,17,"P5 - REMALA - 101.255.56.181",101.255.56.181,P5,,,public,0,,,,,,,,161,1000,,,0,,,,3,1,23,400,3,10,10,1,,,on,,0,0,0,server,1,0,0,1,2,"2026-07-01 07:41:03","2026-07-01 07:11:03","ICMP: Ping timed out",0.03481,391.10398,10.32209,3.75525,0.502,381599,5228,98.63000,"2026-07-01 07:42:03",12,19,120
83,1,1,0,"P5 Server Gate",192.168.222.69,P5-L2-R.SERVER,,,public,0,,,,,,,,161,1000,,,0,,,,3,1,23,400,1,10,0,1,,,on,,0,0,0,server,1,0,0,3,0,"2026-06-25 00:18:03","2026-05-24 06:30:02","ICMP: Ping timed out",0.04101,64.85987,0.92888,0.95177,0.151,69425,2127,96.93630,"2026-07-01 07:42:03",2,2,3287579
85,1,1,0,"R. CCTV - NVR 4",192.192.212.2,P12,,,public,0,,,,,,,,161,1000,,,0,,,,3,1,23,400,1,10,0,1,,,on,,0,0,0,server,1,0,0,3,0,"2026-06-30 09:35:08","2026-06-30 09:49:06","ICMP: Ping timed out",0.04601,21.91401,0.59700,1.47832,0.057,24382,47,99.80720,"2026-07-01 07:42:07",,,78835
86,1,1,24,"R225 - P5 MKA",192.168.225.1,P5,,,P5,1,,,,,,,,161,1000,"RouterOS RB1100AHx2",iso.3.6.1.4.1.14988.1,139094800,it@kamanggala.com,"PT. Manggala Kiat Ananda P5",Bantargebang,1,1,23,400,1,10,1,2,,,on,,0,0,0,server,1,0,0,3,0,"2026-06-26 18:46:03","0000-00-00 00:00:00","SNMP not performed due to setting or ping result, ICMP: Ping timed out",0.68450,593.58490,15.55848,27.70658,0.538,10328,1,99.99030,"2026-07-01 07:42:03",16,23,619680
84,1,1,17,"SBY - KRIAN (ASTINET - REG)",36.88.23.162,,,,public,2,,,,,,,,161,1000,,,0,,,,3,1,23,400,3,10,20,1,,,on,,0,0,0,server,1,0,0,3,0,"2026-07-01 07:35:03","2026-07-01 02:25:02","ICMP: Ping timed out",0.12708,389.19878,31.92997,21.74589,0.33,61457,706,98.85120,"2026-07-01 07:42:03",21,21,19079
75,1,1,17,"SBY - KRIAN (ASTINET)",36.66.210.205,,,,public,2,,,,,,,,161,1000,"RouterOS RB1100x4",iso.3.6.1.4.1.14988.1,301868500,R-223-KRIAN,ROUTER-223-SBY-KRIAN,KRIAN-SURABAYA,3,1,23,400,3,10,5,1,,on,,,0,0,0,server,1,0,0,0,136,"2026-05-17 12:59:05","2026-05-10 02:25:05","ICMP: Ping timed out",0.00000,343.26792,15.12599,28.36325,1.672,269507,4873,98.19190,"2026-05-17 15:14:52",3,3,4511876
57,1,1,0,"Sw_Core Palu",192.197.67.2,PALU,,,public,2,,,,,,,,161,1000,,,0,,,,3,1,23,400,3,10,0,1,,,on,,0,0,0,server,1,0,0,3,0,"2026-07-01 06:24:08","2026-06-30 23:38:05","ICMP: Ping timed out",0.03695,395.33710,38.92803,50.44480,0.051,381372,56103,85.28920,"2026-07-01 07:42:07",,,29096
70,1,1,0,"Ubiquiti AP U6 - Semarang - ADM",192.193.205.253,SEMARANG,,,public,0,,,,,,,,161,1000,,,0,,,,3,1,23,1000,3,10,0,1,,,on,,0,0,0,server,1,0,0,3,0,"2026-07-01 04:33:08","2026-06-30 16:24:08","ICMP: Ping timed out",0.03004,698.60601,0.21410,17.00812,0.106,351231,13635,96.11790,"2026-07-01 07:42:07",,,55133
69,1,8,0,"Ubiquiti AP U6 - Semarang - ANTE",192.193.205.244,SEMARANG,,,public,0,,,,,,,,161,1000,,,0,,,,3,1,23,1000,3,10,0,1,,,on,,0,0,0,server,1,0,0,3,0,"2026-06-30 16:48:06","2026-06-30 16:27:06","ICMP: Ping timed out",0.03505,377.65598,25.88105,16.99291,0.064,351233,12905,96.32580,"2026-07-01 07:42:07",,,54955
63,1,8,0,"Ubiquiti AP U6 - Semarang - ANTE1-B",192.193.205.15,SEMARANG,"Ubiquiti Access point U6 in Semarang",,public,0,,,,,,,,161,1000,,,0,,,,3,1,23,1000,2,10,0,1,,,on,,0,0,0,server,1,0,0,3,0,"2026-06-30 16:20:07","2026-06-30 16:24:03","ICMP: Ping timed out",0.03600,874.53103,25.84481,17.10990,0.796,351251,13021,96.29300,"2026-07-01 07:42:04",1,1,55138
65,1,8,0,"Ubiquiti AP U6 - Semarang - CHILLER2",192.193.205.81,SEMARANG,,,public,0,,,,,,,,161,1000,,,0,,,,3,1,23,1000,3,10,0,1,,on,on,,0,0,0,server,1,0,0,0,128770,"2026-03-03 15:42:09","2026-03-03 15:08:06","ICMP: Ping timed out",0.03386,889.57691,64.51106,18.42491,1.12,312084,197618,36.67790,"2026-06-02 02:58:07",,,10341295
66,1,8,0,"Ubiquiti AP U6 - Semarang - CS1-A",192.193.205.86,SEMARANG,,,public,0,,,,,,,,161,1000,,,0,,,,3,1,23,1000,2,10,0,1,,,on,,0,0,0,server,1,0,0,3,0,"2026-07-01 05:07:08","2026-06-30 16:24:08","ICMP: Ping timed out",0.03099,948.62795,26.08585,16.88509,0.063,351229,15936,95.46280,"2026-07-01 07:42:06",,,55133
64,1,8,0,"Ubiquiti AP U6 - Semarang - CS1-B",192.193.205.79,SEMARANG,,,public,0,,,,,,,,161,1000,,,0,,,,3,1,23,1000,3,10,0,1,,on,on,,0,0,0,server,1,0,0,0,120532,"2026-03-09 09:00:14","2026-03-09 06:28:08","ICMP: Ping timed out",0.03481,878.85785,143.05186,17.39394,1.24,312076,217582,30.27920,"2026-06-02 02:58:07",,,9854093
67,1,8,0,"Ubiquiti AP U6 - Semarang - CS3-B",192.193.205.90,SEMARANG,,,public,0,,,,,,,,161,1000,,,0,,,,3,1,23,1000,3,10,0,1,,on,on,,0,0,0,server,1,0,0,0,1,"2026-06-02 02:55:10","2026-06-02 02:58:06","ICMP: Ping timed out",0.05102,997.91598,142.54308,165.19231,0.25,312085,297598,4.64200,"2026-06-02 02:58:38",,,2522695
68,1,8,0,"Ubiquiti AP U6 - Semarang - OFFICE-LT2-A",192.193.205.181,SEMARANG,,,public,0,,,,,,,,161,1000,,,0,,,,3,1,23,1000,2,10,0,1,,,on,,0,0,0,server,1,0,0,3,0,"2026-06-30 16:20:14","2026-06-30 16:24:08","ICMP: Ping timed out",0.04482,262.05301,26.20602,16.73529,0.104,351234,14305,95.92720,"2026-07-01 07:42:07",,,55133
62,1,1,0,"Ubiquiti AP U6 - Semarang - OFFICE-LT2-B",192.193.205.13,,"Ubiquiti Access point U6 in Semarang",,public,0,,,,,,,,161,1000,,,0,,,,3,1,23,1000,3,10,0,1,,on,on,,0,0,0,server,1,0,0,0,3642,"2026-05-30 14:17:13","2026-05-30 14:10:05","ICMP: Ping timed out",0.03982,998.57497,174.37410,90.04247,1.798,312074,279549,10.42220,"2026-06-02 02:58:38",,,2741576
61,1,8,0,"Ubiquiti AP U6 - Semarang - OFFICE-LT3",192.193.205.5,SEMARANG,"Ubiquiti Access point U6 in Semarang",,public,0,,,,,,,,161,1000,,,0,,,,3,1,23,1000,3,10,0,1,,on,on,,0,0,0,server,1,0,0,0,9415,"2026-05-26 14:04:08","2026-05-26 13:54:04","ICMP: Ping timed out",0.00000,997.61701,149.85085,74.48231,1.964,312071,278901,10.62900,"2026-06-02 02:58:38",,,3088137
74,1,1,0,"VITAL - 192.168.220.6",192.168.220.6,,,,public,0,,,,,,,,161,1000,,,0,,,,3,1,23,400,3,10,0,1,,,on,,0,0,0,server,1,0,0,3,0,"2026-06-30 17:07:04","2026-06-30 17:09:03","ICMP: Ping timed out",0.03386,328.51505,5.26094,5.47858,0.879,336424,601,99.82140,"2026-07-01 07:42:04",1,1,52438
77,1,1,0,"WEB - gp.kiatananda.com",138.91.35.99,,,,public,0,,,,,,,,161,1000,,,0,,,,3,1,23,400,3,10,0,1,,,on,,0,0,0,server,1,0,0,3,0,"2026-07-01 06:55:05","2026-06-30 04:18:05","ICMP: Ping timed out",0.03195,394.89102,20.11395,16.73540,1.692,326221,3420,98.95160,"2026-07-01 07:42:05",1,1,98696
73,1,1,0,"web - kacustomercare.com",kacustomercare.com,,,,public,0,,,,,,,,161,1000,,,0,,,,3,1,23,400,3,10,0,1,,,on,,0,0,0,server,1,0,0,3,0,"2026-07-01 02:20:07","2026-06-30 13:21:04","ICMP: Ping timed out",0.02098,393.57591,2.76494,1.86149,1.071,336779,1493,99.55670,"2026-07-01 07:42:04",1,1,66117
72,1,1,0,"web - kiatapp.kiatananda.com",kiatapp.kiatananda.com,,,,public,0,,,,,,,,161,1000,,,0,,,,3,3,443,400,3,10,0,1,,,on,,0,0,0,server,1,0,0,3,0,"2026-07-01 06:53:04","2026-06-30 14:07:03","TCP: Cannot connect to host",0.00000,5059.07393,42.27400,17.21428,2.166,336814,4024,98.80530,"2026-07-01 07:42:07",1,1,63358
71,1,5,0,"web - smart.kacoldstorage.com",smart.kacoldstorage.com,P5,,,public,0,,,,,,,,161,1000,,,0,,,,3,1,23,400,3,10,0,1,,,on,,0,0,0,server,1,0,0,3,0,"2026-06-30 18:53:04","2026-06-30 13:50:04","ICMP: Ping timed out",0.02813,396.23404,2.30289,1.56833,2.36,336833,1262,99.62530,"2026-07-01 07:42:06",1,1,64377
